Vandportalen - www.vandportalen.dk
Lokalitet:;49000061 Æbelholt Å, Søsterbro Mølle
Tidsserie:;Vandstand, Døgnmiddel (DMP)
Drives af Miljøstyrelsen
Dataperiode:;01-01-1917 00:00 - 03-11-2024 00:59 ( UTC +01:00:00 )
Vandstandsskala nulpunkt kote:;0 m DVR90
ks mrk.:;0= ikke-korrigerede data (rådata)
;1= data udtyndet for outliers
;2= kvalitetskontrolleret data
Udtræksdato: ;29-10-2024 12:36

WSP og dataleverandører til Vandportalen kan ikke drages til ansvar for målingernes rigtighed.

Dato (DK normaltid);Vandstand, Døgnmiddel (DMP) (m DVR90);ks mrk.
07-10-2021 00:00;3.624;2
08-10-2021 00:00;3.617;2
09-10-2021 00:00;3.615;2
10-10-2021 00:00;3.613;2
11-10-2021 00:00;3.613;2
12-10-2021 00:00;3.607;2
13-10-2021 00:00;3.600;2
14-10-2021 00:00;3.605;2
15-10-2021 00:00;3.615;2
16-10-2021 00:00;3.606;2
17-10-2021 00:00;3.600;2
18-10-2021 00:00;3.596;2
19-10-2021 00:00;3.605;2
20-10-2021 00:00;3.671;2
21-10-2021 00:00;3.761;2
22-10-2021 00:00;3.778;2
23-10-2021 00:00;3.740;2
24-10-2021 00:00;3.710;2
25-10-2021 00:00;3.691;2
26-10-2021 00:00;3.681;2
27-10-2021 00:00;3.678;2
28-10-2021 00:00;3.667;2
29-10-2021 00:00;3.661;2
30-10-2021 00:00;3.652;2
31-10-2021 00:00;3.648;2
01-11-2021 00:00;3.662;2
02-11-2021 00:00;3.656;2
03-11-2021 00:00;3.650;2
04-11-2021 00:00;3.644;2
05-11-2021 00:00;3.639;2
06-11-2021 00:00;3.641;2
07-11-2021 00:00;3.684;2
08-11-2021 00:00;3.670;2
09-11-2021 00:00;3.661;2
10-11-2021 00:00;3.654;2
11-11-2021 00:00;3.646;2
12-11-2021 00:00;3.639;2
13-11-2021 00:00;3.633;2
14-11-2021 00:00;3.626;2
15-11-2021 00:00;3.621;2
16-11-2021 00:00;3.618;2
17-11-2021 00:00;3.623;2
18-11-2021 00:00;3.627;2
19-11-2021 00:00;3.629;2
20-11-2021 00:00;3.624;2
21-11-2021 00:00;3.621;2
22-11-2021 00:00;3.611;2
23-11-2021 00:00;3.609;2
24-11-2021 00:00;3.608;2
25-11-2021 00:00;3.622;2
26-11-2021 00:00;3.626;2
27-11-2021 00:00;3.636;2
28-11-2021 00:00;3.636;2
29-11-2021 00:00;3.643;2
30-11-2021 00:00;3.655;2
01-12-2021 00:00;3.705;2
02-12-2021 00:00;3.773;2
03-12-2021 00:00;3.745;2
04-12-2021 00:00;3.790;2
05-12-2021 00:00;3.749;2
06-12-2021 00:00;3.718;2
07-12-2021 00:00;3.699;2
08-12-2021 00:00;3.689;2
09-12-2021 00:00;3.684;2
10-12-2021 00:00;3.678;2
11-12-2021 00:00;3.671;2
12-12-2021 00:00;3.676;2
13-12-2021 00:00;3.694;2
14-12-2021 00:00;3.731;2
15-12-2021 00:00;3.715;2
16-12-2021 00:00;3.695;2
17-12-2021 00:00;3.683;2
18-12-2021 00:00;3.677;2
19-12-2021 00:00;3.671;2
20-12-2021 00:00;3.659;2
21-12-2021 00:00;3.645;2
22-12-2021 00:00;3.643;2
23-12-2021 00:00;3.649;2
24-12-2021 00:00;3.645;2
25-12-2021 00:00;3.626;2
26-12-2021 00:00;3.612;2
27-12-2021 00:00;3.605;2
28-12-2021 00:00;3.607;2
29-12-2021 00:00;3.613;2
30-12-2021 00:00;3.623;2
31-12-2021 00:00;3.704;2
