Vandportalen - www.vandportalen.dk
Lokalitet:;490081 Arrenakke å, sv for Skovbjerggård
Tidsserie:;Vandføring
Drives af WSP
Dataperiode:;01-01-1917 00:00 - 06-11-2024 00:59 ( UTC +01:00:00 )
ks mrk.:;0= ikke-korrigerede data (rådata)
;1= data udtyndet for outliers
;2= kvalitetskontrolleret data
Udtræksdato: ;29-10-2024 12:38

WSP og dataleverandører til Vandportalen kan ikke drages til ansvar for målingernes rigtighed.

Dato (DK normaltid);Vandføring (l/s);ks mrk.
01-02-2024 13:00;99.314;0
01-02-2024 13:30;29.372;0
01-02-2024 13:45;2.859;0
01-02-2024 14:00;18.336;0
01-02-2024 14:15;22.220;0
01-02-2024 14:30;33.533;0
01-02-2024 14:45;32.101;0
01-02-2024 15:00;12.409;0
01-02-2024 15:15;3.731;0
01-02-2024 15:30;14.241;0
01-02-2024 15:45;14.029;0
01-02-2024 16:00;30.779;0
01-02-2024 16:15;8.106;0
01-02-2024 16:30;12.354;0
01-02-2024 16:45;36.378;0
01-02-2024 17:00;40.679;0
01-02-2024 17:15;40.680;0
01-02-2024 17:30;39.974;0
01-02-2024 17:45;40.578;0
01-02-2024 18:00;41.245;0
01-02-2024 18:15;39.586;0
01-02-2024 18:30;41.041;0
01-02-2024 18:45;40.573;0
01-02-2024 19:00;39.893;0
01-02-2024 19:15;40.504;0
01-02-2024 19:30;39.260;0
01-02-2024 19:45;39.482;0
01-02-2024 20:00;40.164;0
01-02-2024 20:15;39.056;0
01-02-2024 20:30;39.307;0
01-02-2024 20:45;39.249;0
01-02-2024 21:00;39.136;0
01-02-2024 21:15;38.166;0
01-02-2024 21:30;38.936;0
01-02-2024 21:45;39.646;0
01-02-2024 22:00;39.338;0
01-02-2024 22:15;37.893;0
01-02-2024 22:30;38.640;0
01-02-2024 22:45;38.568;0
01-02-2024 23:00;37.660;0
01-02-2024 23:15;37.684;0
01-02-2024 23:30;38.575;0
01-02-2024 23:45;38.518;0
02-02-2024 00:00;38.872;0
02-02-2024 00:15;38.975;0
02-02-2024 00:30;38.644;0
02-02-2024 00:45;37.941;0
02-02-2024 01:00;38.453;0
02-02-2024 01:15;39.028;0
02-02-2024 01:30;37.914;0
02-02-2024 01:45;37.959;0
02-02-2024 02:00;38.223;0
02-02-2024 02:15;38.465;0
02-02-2024 02:30;38.093;0
02-02-2024 02:45;38.391;0
02-02-2024 03:00;38.471;0
02-02-2024 03:15;38.046;0
02-02-2024 03:30;38.431;0
02-02-2024 03:45;39.418;0
02-02-2024 04:00;38.261;0
02-02-2024 04:15;38.959;0
02-02-2024 04:30;39.128;0
02-02-2024 04:45;37.479;0
02-02-2024 05:00;38.601;0
02-02-2024 05:15;38.533;0
02-02-2024 05:30;38.275;0
02-02-2024 05:45;38.588;0
02-02-2024 06:00;38.435;0
02-02-2024 06:15;37.590;0
02-02-2024 06:30;38.043;0
02-02-2024 06:45;40.101;0
02-02-2024 07:00;38.365;0
02-02-2024 07:15;37.253;0
02-02-2024 07:30;36.779;0
02-02-2024 07:45;37.252;0
02-02-2024 08:00;38.677;0
02-02-2024 08:15;38.573;0
02-02-2024 08:30;38.083;0
02-02-2024 08:45;38.288;0
02-02-2024 09:00;39.553;0
02-02-2024 09:15;39.669;0
02-02-2024 09:30;40.031;0
02-02-2024 09:45;39.616;0
02-02-2024 10:00;38.990;0
02-02-2024 10:15;40.533;0
02-02-2024 10:30;41.598;0
02-02-2024 10:45;42.648;0
02-02-2024 11:00;43.367;0
02-02-2024 11:15;44.433;0
02-02-2024 11:30;45.871;0
02-02-2024 11:45;43.814;0
02-02-2024 12:00;44.029;0
02-02-2024 12:15;43.589;0
02-02-2024 12:30;44.450;0
02-02-2024 12:45;43.387;0
02-02-2024 13:00;44.816;0
02-02-2024 13:15;43.833;0
02-02-2024 13:30;42.965;0
02-02-2024 13:45;44.088;0
02-02-2024 14:00;44.707;0
02-02-2024 14:15;44.184;0
02-02-2024 14:30;44.763;0
02-02-2024 14:45;43.384;0
02-02-2024 15:00;43.582;0
02-02-2024 15:15;43.687;0
02-02-2024 15:30;44.988;0
02-02-2024 15:45;42.885;0
02-02-2024 16:00;44.412;0
02-02-2024 16:15;45.221;0
02-02-2024 16:30;45.569;0
02-02-2024 16:45;43.073;0
02-02-2024 17:00;43.860;0
02-02-2024 17:15;43.651;0
02-02-2024 17:30;45.123;0
02-02-2024 17:45;45.285;0
02-02-2024 18:00;47.260;0
02-02-2024 18:15;49.295;0
02-02-2024 18:30;46.848;0
02-02-2024 18:45;47.207;0
02-02-2024 19:00;47.640;0
02-02-2024 19:15;46.375;0
02-02-2024 19:30;45.977;0
02-02-2024 19:45;46.497;0
02-02-2024 20:00;47.516;0
02-02-2024 20:15;45.159;0
02-02-2024 20:30;45.864;0
02-02-2024 20:45;45.670;0
02-02-2024 21:00;46.735;0
02-02-2024 21:15;44.764;0
02-02-2024 21:30;45.699;0
02-02-2024 21:45;45.246;0
02-02-2024 22:00;44.522;0
02-02-2024 22:15;46.045;0
02-02-2024 22:30;46.262;0
02-02-2024 22:45;45.657;0
02-02-2024 23:00;45.514;0
02-02-2024 23:15;45.408;0
02-02-2024 23:30;45.031;0
02-02-2024 23:45;48.215;0
03-02-2024 00:00;44.343;0
03-02-2024 00:15;46.372;0
03-02-2024 00:30;44.709;0
03-02-2024 00:45;46.232;0
03-02-2024 01:00;45.503;0
03-02-2024 01:15;44.485;0
03-02-2024 01:30;45.095;0
03-02-2024 01:45;44.323;0
03-02-2024 02:00;45.270;0
03-02-2024 02:15;45.375;0
03-02-2024 02:30;43.558;0
03-02-2024 02:45;44.148;0
03-02-2024 03:00;44.150;0
03-02-2024 03:15;43.704;0
03-02-2024 03:30;43.743;0
03-02-2024 03:45;43.224;0
03-02-2024 04:00;43.771;0
03-02-2024 04:15;44.178;0
03-02-2024 04:30;45.296;0
03-02-2024 04:45;43.912;0
03-02-2024 05:00;43.283;0
03-02-2024 05:15;43.536;0
03-02-2024 05:30;43.162;0
03-02-2024 05:45;44.817;0
03-02-2024 06:00;43.640;0
03-02-2024 06:30;42.384;0
03-02-2024 06:45;43.686;0
03-02-2024 07:00;44.235;0
03-02-2024 07:15;43.122;0
03-02-2024 07:30;42.926;0
03-02-2024 07:45;42.317;0
03-02-2024 08:00;42.642;0
03-02-2024 08:15;43.049;0
03-02-2024 08:30;43.529;0
03-02-2024 08:45;42.919;0
03-02-2024 09:00;44.274;0
03-02-2024 09:30;43.131;0
03-02-2024 09:45;45.468;0
03-02-2024 10:00;42.676;0
03-02-2024 10:15;41.864;0
03-02-2024 10:30;42.122;0
03-02-2024 10:45;43.661;0
03-02-2024 11:15;43.452;0
03-02-2024 11:30;41.834;0
03-02-2024 11:45;41.887;0
03-02-2024 12:00;42.401;0
03-02-2024 12:15;43.584;0
03-02-2024 12:30;42.942;0
03-02-2024 12:45;41.369;0
03-02-2024 13:00;41.607;0
03-02-2024 13:15;40.339;0
03-02-2024 13:30;42.681;0
03-02-2024 13:45;41.776;0
03-02-2024 14:00;42.011;0
03-02-2024 14:15;41.695;0
03-02-2024 14:30;41.031;0
03-02-2024 14:45;40.573;0
03-02-2024 15:00;41.538;0
03-02-2024 15:15;40.812;0
03-02-2024 15:30;42.078;0
03-02-2024 15:45;40.916;0
03-02-2024 16:00;41.691;0
03-02-2024 16:15;41.325;0
03-02-2024 16:30;38.202;0
03-02-2024 16:45;39.747;0
03-02-2024 17:00;41.847;0
03-02-2024 17:15;42.803;0
03-02-2024 17:30;41.242;0
03-02-2024 17:45;41.098;0
03-02-2024 18:00;40.833;0
03-02-2024 18:15;40.107;0
03-02-2024 18:30;41.145;0
03-02-2024 18:45;40.373;0
03-02-2024 19:00;39.840;0
03-02-2024 19:15;40.816;0
03-02-2024 19:30;40.894;0
03-02-2024 19:45;40.038;0
03-02-2024 20:00;41.775;0
03-02-2024 20:15;40.109;0
03-02-2024 20:30;39.362;0
03-02-2024 20:45;40.660;0
03-02-2024 21:00;39.896;0
03-02-2024 21:15;39.523;0
03-02-2024 21:30;39.457;0
03-02-2024 21:45;41.169;0
03-02-2024 22:00;40.336;0
03-02-2024 22:15;41.096;0
03-02-2024 22:30;40.768;0
03-02-2024 22:45;39.331;0
03-02-2024 23:00;41.134;0
03-02-2024 23:15;39.803;0
03-02-2024 23:30;40.324;0
03-02-2024 23:45;37.956;0
04-02-2024 00:00;41.498;0
04-02-2024 00:15;42.651;0
04-02-2024 00:30;39.509;0
04-02-2024 00:45;39.523;0
04-02-2024 01:00;39.039;0
04-02-2024 01:15;40.362;0
04-02-2024 01:30;39.658;0
04-02-2024 01:45;40.652;0
04-02-2024 02:00;40.492;0
04-02-2024 02:15;39.258;0
04-02-2024 02:30;37.658;0
04-02-2024 02:45;38.972;0
04-02-2024 03:00;39.336;0
04-02-2024 03:15;39.336;0
04-02-2024 03:30;39.562;0
04-02-2024 03:45;39.082;0
04-02-2024 04:00;38.298;0
04-02-2024 04:15;39.041;0
04-02-2024 04:30;39.669;0
04-02-2024 04:45;41.849;0
04-02-2024 05:00;39.942;0
04-02-2024 05:15;38.989;0
04-02-2024 05:30;37.657;0
04-02-2024 05:45;38.744;0
04-02-2024 06:00;39.084;0
04-02-2024 06:15;38.562;0
04-02-2024 06:30;38.071;0
04-02-2024 06:45;36.261;0
04-02-2024 07:00;40.363;0
04-02-2024 07:15;39.290;0
04-02-2024 07:30;37.514;0
04-02-2024 07:45;38.963;0
04-02-2024 08:00;38.614;0
04-02-2024 08:15;39.152;0
04-02-2024 08:30;39.046;0
04-02-2024 08:45;37.285;0
04-02-2024 09:00;40.624;0
04-02-2024 09:15;38.354;0
04-02-2024 09:30;37.590;0
04-02-2024 09:45;38.267;0
04-02-2024 10:00;38.823;0
04-02-2024 10:15;38.915;0
04-02-2024 10:30;41.741;0
04-02-2024 10:45;38.044;0
04-02-2024 11:00;38.047;0
04-02-2024 11:15;39.826;0
04-02-2024 11:30;39.170;0
04-02-2024 11:45;38.573;0
04-02-2024 12:00;39.339;0
04-02-2024 12:15;38.322;0
04-02-2024 12:30;42.138;0
04-02-2024 12:45;38.350;0
04-02-2024 13:00;37.562;0
04-02-2024 13:15;39.112;0
04-02-2024 13:30;39.137;0
04-02-2024 13:45;38.230;0
04-02-2024 14:00;40.011;0
04-02-2024 14:15;38.913;0
04-02-2024 14:30;36.129;0
04-02-2024 14:45;37.300;0
04-02-2024 15:00;37.787;0
04-02-2024 15:15;38.581;0
04-02-2024 15:30;36.918;0
04-02-2024 15:45;38.292;0
04-02-2024 16:00;37.287;0
04-02-2024 16:15;38.767;0
04-02-2024 16:30;42.152;0
04-02-2024 16:45;36.884;0
04-02-2024 17:00;39.817;0
04-02-2024 17:15;39.267;0
04-02-2024 17:30;38.581;0
04-02-2024 17:45;38.719;0
04-02-2024 18:00;40.392;0
04-02-2024 18:15;41.173;0
04-02-2024 18:30;40.532;0
04-02-2024 18:45;41.945;0
04-02-2024 19:00;42.222;0
04-02-2024 19:15;43.762;0
04-02-2024 19:30;41.112;0
04-02-2024 19:45;41.962;0
04-02-2024 20:00;44.039;0
04-02-2024 20:15;42.533;0
04-02-2024 20:30;44.942;0
04-02-2024 20:45;44.018;0
04-02-2024 21:00;43.364;0
04-02-2024 21:15;46.026;0
04-02-2024 21:30;47.125;0
04-02-2024 21:45;45.900;0
04-02-2024 22:00;47.932;0
04-02-2024 22:15;47.510;0
04-02-2024 22:30;49.077;0
04-02-2024 22:45;48.822;0
04-02-2024 23:00;50.007;0
04-02-2024 23:15;50.690;0
04-02-2024 23:30;50.827;0
04-02-2024 23:45;50.948;0
05-02-2024 00:00;50.725;0
05-02-2024 00:15;49.979;0
05-02-2024 00:30;50.033;0
05-02-2024 00:45;50.739;0
05-02-2024 01:00;50.055;0
05-02-2024 01:15;51.022;0
05-02-2024 01:30;50.830;0
05-02-2024 01:45;48.819;0
05-02-2024 02:00;51.362;0
05-02-2024 02:15;50.111;0
05-02-2024 02:30;50.032;0
05-02-2024 02:45;50.925;0
05-02-2024 03:00;52.089;0
05-02-2024 03:15;51.006;0
05-02-2024 03:30;51.943;0
05-02-2024 03:45;50.676;0
05-02-2024 04:00;50.416;0
05-02-2024 04:15;50.715;0
05-02-2024 04:30;49.707;0
05-02-2024 04:45;47.780;0
05-02-2024 05:00;49.793;0
05-02-2024 05:15;48.171;0
05-02-2024 05:30;51.228;0
05-02-2024 05:45;50.803;0
05-02-2024 06:00;47.752;0
05-02-2024 06:15;49.731;0
05-02-2024 06:30;49.964;0
05-02-2024 06:45;48.946;0
05-02-2024 07:00;48.770;0
05-02-2024 07:15;50.192;0
05-02-2024 07:30;50.113;0
05-02-2024 07:45;50.146;0
05-02-2024 08:00;47.409;0
05-02-2024 08:15;48.585;0
05-02-2024 08:30;48.224;0
05-02-2024 08:45;45.909;0
05-02-2024 09:00;46.061;0
05-02-2024 09:15;45.730;0
05-02-2024 09:30;45.495;0
05-02-2024 09:45;46.839;0
05-02-2024 10:00;46.682;0
05-02-2024 10:15;45.102;0
05-02-2024 10:30;49.210;0
05-02-2024 10:45;44.804;0
05-02-2024 11:00;46.228;0
05-02-2024 11:15;45.373;0
05-02-2024 11:30;54.038;0
05-02-2024 11:45;45.794;0
05-02-2024 12:00;45.873;0
05-02-2024 12:15;45.155;0
05-02-2024 12:30;43.961;0
05-02-2024 12:45;46.645;0
05-02-2024 13:00;47.587;0
05-02-2024 13:15;43.179;0
05-02-2024 13:30;44.534;0
05-02-2024 13:45;48.435;0
05-02-2024 14:00;44.804;0
05-02-2024 14:15;45.762;0
05-02-2024 14:30;47.606;0
05-02-2024 14:45;43.069;0
05-02-2024 15:00;44.394;0
05-02-2024 15:15;44.732;0
05-02-2024 15:30;45.685;0
05-02-2024 15:45;43.736;0
05-02-2024 16:00;43.126;0
05-02-2024 16:15;42.866;0
05-02-2024 16:30;44.606;0
05-02-2024 16:45;44.920;0
05-02-2024 17:00;44.843;0
05-02-2024 17:15;44.395;0
05-02-2024 17:30;45.672;0
05-02-2024 17:45;44.127;0
05-02-2024 18:00;42.883;0
05-02-2024 18:15;42.638;0
05-02-2024 18:30;44.363;0
05-02-2024 18:45;45.943;0
05-02-2024 19:00;43.986;0
05-02-2024 19:15;45.793;0
05-02-2024 19:30;46.398;0
05-02-2024 19:45;48.812;0
05-02-2024 20:00;48.321;0
05-02-2024 20:15;47.040;0
05-02-2024 20:30;51.591;0
05-02-2024 20:45;49.351;0
05-02-2024 21:00;48.665;0
05-02-2024 21:15;50.036;0
05-02-2024 21:30;51.438;0
05-02-2024 21:45;51.766;0
05-02-2024 22:00;51.028;0
05-02-2024 22:15;53.022;0
05-02-2024 22:30;53.940;0
05-02-2024 22:45;52.182;0
05-02-2024 23:00;50.138;0
05-02-2024 23:15;50.704;0
05-02-2024 23:30;50.778;0
05-02-2024 23:45;51.508;0
06-02-2024 00:00;51.688;0
06-02-2024 00:15;55.787;0
06-02-2024 00:30;56.134;0
06-02-2024 00:45;54.571;0
06-02-2024 01:00;55.534;0
06-02-2024 01:15;54.619;0
06-02-2024 01:30;54.914;0
06-02-2024 01:45;55.580;0
06-02-2024 02:00;53.750;0
06-02-2024 02:15;54.211;0
06-02-2024 02:30;54.847;0
06-02-2024 02:45;58.570;0
06-02-2024 03:00;57.759;0
06-02-2024 03:15;62.755;0
06-02-2024 03:30;65.144;0
06-02-2024 03:45;70.923;0
06-02-2024 04:00;74.784;0
06-02-2024 04:15;75.192;0
06-02-2024 04:30;83.589;0
06-02-2024 04:45;84.605;0
06-02-2024 05:00;85.606;0
06-02-2024 05:15;96.281;0
06-02-2024 05:30;95.446;0
06-02-2024 05:45;104.660;0
06-02-2024 06:00;106.180;0
06-02-2024 06:15;108.390;0
06-02-2024 06:30;113.710;0
06-02-2024 06:45;117.510;0
06-02-2024 07:00;121.970;0
06-02-2024 07:15;124.540;0
06-02-2024 07:30;127.580;0
06-02-2024 07:45;130.710;0
06-02-2024 08:00;142.060;0
06-02-2024 08:15;145.940;0
06-02-2024 08:30;146.120;0
06-02-2024 08:45;144.350;0
06-02-2024 09:00;147.650;0
06-02-2024 09:15;149.260;0
06-02-2024 09:30;152.410;0
06-02-2024 09:45;150.900;0
06-02-2024 10:00;153.460;0
06-02-2024 10:15;153.870;0
06-02-2024 10:30;156.910;0
06-02-2024 10:45;157.830;0
06-02-2024 11:00;158.610;0
06-02-2024 11:15;156.940;0
06-02-2024 11:30;157.220;0
06-02-2024 11:45;154.150;0
06-02-2024 12:00;157.120;0
06-02-2024 12:15;157.840;0
06-02-2024 12:30;155.580;0
06-02-2024 12:45;157.820;0
06-02-2024 13:00;156.700;0
06-02-2024 13:15;156.360;0
06-02-2024 13:30;157.970;0
06-02-2024 13:45;157.360;0
06-02-2024 14:00;156.620;0
06-02-2024 14:15;157.680;0
06-02-2024 14:30;157.220;0
06-02-2024 14:45;157.910;0
06-02-2024 15:00;155.650;0
06-02-2024 15:15;157.610;0
06-02-2024 15:30;152.740;0
06-02-2024 15:45;149.770;0
06-02-2024 16:00;150.050;0
06-02-2024 16:15;148.360;0
06-02-2024 16:30;143.880;0
06-02-2024 16:45;143.600;0
06-02-2024 17:00;142.430;0
06-02-2024 17:15;138.770;0
06-02-2024 17:30;141.470;0
06-02-2024 17:45;138.480;0
06-02-2024 18:00;137.030;0
06-02-2024 18:15;133.300;0
06-02-2024 18:30;130.500;0
06-02-2024 18:45;130.340;0
06-02-2024 19:00;125.960;0
06-02-2024 19:15;126.920;0
06-02-2024 19:30;125.910;0
06-02-2024 19:45;121.970;0
06-02-2024 20:00;121.000;0
06-02-2024 20:15;124.240;0
06-02-2024 20:30;122.470;0
06-02-2024 20:45;120.110;0
06-02-2024 21:00;117.830;0
06-02-2024 21:15;115.800;0
06-02-2024 21:30;114.400;0
06-02-2024 21:45;117.100;0
06-02-2024 22:00;113.060;0
06-02-2024 22:15;113.200;0
06-02-2024 22:30;111.630;0
06-02-2024 22:45;111.170;0
06-02-2024 23:00;108.220;0
06-02-2024 23:15;107.620;0
06-02-2024 23:30;104.440;0
06-02-2024 23:45;105.000;0
07-02-2024 00:00;101.290;0
07-02-2024 00:15;103.080;0
07-02-2024 00:30;102.560;0
07-02-2024 00:45;104.930;0
07-02-2024 01:00;100.370;0
07-02-2024 01:15;98.811;0
07-02-2024 01:30;96.154;0
07-02-2024 01:45;98.503;0
07-02-2024 02:00;99.749;0
07-02-2024 02:15;96.084;0
07-02-2024 02:30;96.455;0
07-02-2024 02:45;93.391;0
07-02-2024 03:00;95.824;0
07-02-2024 03:15;94.917;0
07-02-2024 03:30;91.527;0
07-02-2024 03:45;95.977;0
07-02-2024 04:00;95.587;0
07-02-2024 04:15;95.396;0
07-02-2024 04:30;94.293;0
07-02-2024 04:45;89.105;0
07-02-2024 05:00;88.463;0
07-02-2024 05:15;90.222;0
07-02-2024 05:30;87.996;0
07-02-2024 05:45;86.471;0
07-02-2024 06:00;87.688;0
07-02-2024 06:15;85.855;0
07-02-2024 06:30;88.877;0
07-02-2024 06:45;86.026;0
07-02-2024 07:00;86.048;0
07-02-2024 07:15;87.931;0
07-02-2024 07:30;84.605;0
07-02-2024 07:45;85.316;0
07-02-2024 08:00;85.084;0
07-02-2024 08:15;84.395;0
07-02-2024 08:30;86.003;0
07-02-2024 08:45;82.497;0
07-02-2024 09:00;82.651;0
07-02-2024 09:15;83.026;0
07-02-2024 09:30;82.919;0
07-02-2024 09:45;86.524;0
07-02-2024 10:00;81.448;0
07-02-2024 10:15;83.066;0
07-02-2024 10:30;80.100;0
07-02-2024 10:45;78.020;0
07-02-2024 11:00;82.331;0
07-02-2024 11:15;79.558;0
07-02-2024 11:30;81.422;0
07-02-2024 11:45;76.943;0
07-02-2024 12:00;77.618;0
07-02-2024 12:15;76.673;0
07-02-2024 12:30;77.333;0
07-02-2024 12:45;76.267;0
07-02-2024 13:00;76.558;0
07-02-2024 13:15;80.319;0
07-02-2024 13:30;77.118;0
07-02-2024 13:45;76.346;0
07-02-2024 14:00;78.320;0
07-02-2024 14:15;73.609;0
07-02-2024 14:30;73.699;0
07-02-2024 14:45;75.546;0
07-02-2024 15:00;75.478;0
07-02-2024 15:15;73.128;0
07-02-2024 15:30;73.921;0
07-02-2024 15:45;75.598;0
07-02-2024 16:00;73.875;0
07-02-2024 16:15;72.379;0
07-02-2024 16:30;72.047;0
07-02-2024 16:45;71.901;0
07-02-2024 17:00;72.609;0
07-02-2024 17:15;71.549;0
07-02-2024 17:30;70.645;0
07-02-2024 17:45;71.247;0
07-02-2024 18:00;71.128;0
07-02-2024 18:15;70.136;0
07-02-2024 18:30;70.360;0
07-02-2024 18:45;70.513;0
07-02-2024 19:00;70.339;0
07-02-2024 19:15;70.957;0
07-02-2024 19:30;69.754;0
07-02-2024 19:45;69.135;0
07-02-2024 20:00;71.036;0
07-02-2024 20:15;70.715;0
07-02-2024 20:30;68.040;0
07-02-2024 20:45;68.537;0
07-02-2024 21:00;70.996;0
07-02-2024 21:15;68.825;0
07-02-2024 21:30;69.561;0
07-02-2024 21:45;69.824;0
07-02-2024 22:00;67.580;0
07-02-2024 22:15;68.163;0
07-02-2024 22:30;66.214;0
07-02-2024 22:45;67.686;0
07-02-2024 23:00;65.518;0
07-02-2024 23:15;68.659;0
07-02-2024 23:30;67.078;0
07-02-2024 23:45;66.372;0
08-02-2024 00:00;69.035;0
08-02-2024 00:15;66.666;0
08-02-2024 00:30;66.938;0
08-02-2024 00:45;67.078;0
08-02-2024 01:00;67.476;0
08-02-2024 01:15;64.118;0
08-02-2024 01:30;64.927;0
08-02-2024 01:45;66.965;0
08-02-2024 02:00;62.951;0
08-02-2024 02:15;65.971;0
08-02-2024 02:30;62.730;0
08-02-2024 02:45;62.906;0
08-02-2024 03:00;65.730;0
08-02-2024 03:15;65.519;0
08-02-2024 03:30;67.238;0
08-02-2024 03:45;65.171;0
08-02-2024 04:00;64.960;0
08-02-2024 04:15;63.730;0
08-02-2024 04:30;65.191;0
08-02-2024 04:45;64.285;0
08-02-2024 05:00;64.280;0
08-02-2024 05:15;63.205;0
08-02-2024 05:30;62.848;0
08-02-2024 05:45;64.622;0
08-02-2024 06:00;66.188;0
08-02-2024 06:15;63.621;0
08-02-2024 06:30;61.433;0
08-02-2024 06:45;63.800;0
08-02-2024 07:00;62.760;0
08-02-2024 07:15;65.107;0
08-02-2024 07:30;62.116;0
08-02-2024 07:45;62.381;0
08-02-2024 08:00;64.632;0
08-02-2024 08:15;62.815;0
08-02-2024 08:30;62.637;0
08-02-2024 08:45;62.254;0
08-02-2024 09:00;62.377;0
08-02-2024 09:15;63.692;0
08-02-2024 09:30;61.489;0
08-02-2024 09:45;61.541;0
08-02-2024 10:00;61.754;0
08-02-2024 10:15;61.094;0
08-02-2024 10:30;61.502;0
08-02-2024 10:45;61.203;0
08-02-2024 11:00;59.220;0
08-02-2024 11:15;60.584;0
08-02-2024 11:30;61.009;0
08-02-2024 11:45;60.148;0
08-02-2024 12:00;60.020;0
08-02-2024 12:15;59.443;0
08-02-2024 12:30;60.810;0
08-02-2024 12:45;57.673;0
08-02-2024 13:00;59.586;0
08-02-2024 13:15;62.273;0
08-02-2024 13:30;59.648;0
08-02-2024 13:45;61.006;0
08-02-2024 14:00;58.737;0
08-02-2024 14:15;58.543;0
08-02-2024 14:30;59.123;0
08-02-2024 14:45;60.795;0
08-02-2024 15:00;58.507;0
08-02-2024 15:15;58.365;0
08-02-2024 15:30;59.298;0
08-02-2024 15:45;59.347;0
08-02-2024 16:00;59.256;0
08-02-2024 16:15;58.579;0
08-02-2024 16:30;57.043;0
08-02-2024 16:45;57.805;0
08-02-2024 17:00;58.999;0
08-02-2024 17:15;57.506;0
08-02-2024 17:30;57.313;0
08-02-2024 17:45;57.328;0
08-02-2024 18:00;57.884;0
08-02-2024 18:15;58.391;0
08-02-2024 18:30;56.981;0
08-02-2024 18:45;57.654;0
08-02-2024 19:00;56.834;0
08-02-2024 19:15;57.509;0
08-02-2024 19:30;57.729;0
08-02-2024 19:45;55.914;0
08-02-2024 20:00;57.309;0
08-02-2024 20:15;55.765;0
08-02-2024 20:30;57.962;0
08-02-2024 20:45;56.459;0
08-02-2024 21:00;56.083;0
08-02-2024 21:15;57.325;0
08-02-2024 21:30;56.626;0
08-02-2024 21:45;55.352;0
08-02-2024 22:00;56.326;0
08-02-2024 22:15;56.105;0
08-02-2024 22:30;56.588;0
08-02-2024 22:45;55.964;0
08-02-2024 23:00;55.177;0
08-02-2024 23:15;56.401;0
08-02-2024 23:30;55.855;0
08-02-2024 23:45;55.227;0
09-02-2024 00:00;55.161;0
09-02-2024 00:15;55.355;0
09-02-2024 00:30;54.819;0
09-02-2024 00:45;52.756;0
09-02-2024 01:00;55.486;0
09-02-2024 01:15;54.253;0
09-02-2024 01:30;53.941;0
09-02-2024 01:45;53.624;0
09-02-2024 02:00;54.004;0
09-02-2024 02:15;53.891;0
09-02-2024 02:30;52.967;0
09-02-2024 02:45;53.655;0
09-02-2024 03:00;52.598;0
09-02-2024 03:15;52.765;0
09-02-2024 03:30;54.070;0
09-02-2024 03:45;53.046;0
09-02-2024 04:00;52.538;0
09-02-2024 04:15;52.539;0
09-02-2024 04:30;53.260;0
09-02-2024 04:45;53.194;0
09-02-2024 05:00;51.459;0
09-02-2024 05:15;52.424;0
09-02-2024 05:30;52.054;0
09-02-2024 05:45;51.968;0
09-02-2024 06:00;52.110;0
09-02-2024 06:15;52.579;0
09-02-2024 06:30;52.249;0
09-02-2024 06:45;51.435;0
09-02-2024 07:00;50.854;0
09-02-2024 07:15;52.620;0
09-02-2024 07:30;50.864;0
09-02-2024 07:45;51.948;0
09-02-2024 08:00;52.124;0
09-02-2024 08:15;51.000;0
09-02-2024 08:30;50.040;0
09-02-2024 08:45;50.980;0
09-02-2024 09:00;50.916;0
09-02-2024 09:15;50.304;0
09-02-2024 09:30;50.424;0
09-02-2024 09:45;50.018;0
09-02-2024 10:00;50.322;0
09-02-2024 10:15;52.073;0
09-02-2024 10:30;52.236;0
09-02-2024 10:45;51.820;0
09-02-2024 11:00;51.122;0
09-02-2024 11:15;51.427;0
09-02-2024 11:30;50.757;0
09-02-2024 11:45;52.004;0
09-02-2024 12:00;50.700;0
09-02-2024 12:15;50.395;0
09-02-2024 12:30;50.389;0
09-02-2024 12:45;50.403;0
09-02-2024 13:00;50.554;0
09-02-2024 13:15;49.932;0
09-02-2024 13:30;49.913;0
09-02-2024 13:45;51.753;0
09-02-2024 14:00;50.215;0
09-02-2024 14:15;51.518;0
09-02-2024 14:30;49.482;0
09-02-2024 14:45;48.285;0
09-02-2024 15:00;48.451;0
09-02-2024 15:15;49.444;0
09-02-2024 15:30;48.527;0
09-02-2024 15:45;46.302;0
09-02-2024 16:00;48.281;0
09-02-2024 16:15;47.788;0
09-02-2024 16:30;46.120;0
09-02-2024 16:45;48.517;0
09-02-2024 17:00;48.326;0
09-02-2024 17:15;46.891;0
09-02-2024 17:30;47.336;0
09-02-2024 17:45;46.233;0
09-02-2024 18:00;46.006;0
09-02-2024 18:15;48.415;0
09-02-2024 18:30;47.591;0
09-02-2024 18:45;48.466;0
09-02-2024 19:00;49.153;0
09-02-2024 19:15;46.923;0
09-02-2024 19:30;46.128;0
09-02-2024 19:45;47.324;0
09-02-2024 20:00;48.010;0
09-02-2024 20:15;48.078;0
09-02-2024 20:30;47.562;0
09-02-2024 20:45;45.388;0
09-02-2024 21:00;47.255;0
09-02-2024 21:15;46.211;0
09-02-2024 21:30;46.685;0
09-02-2024 21:45;50.557;0
09-02-2024 22:00;48.752;0
09-02-2024 22:15;48.569;0
09-02-2024 22:30;48.509;0
09-02-2024 22:45;47.006;0
09-02-2024 23:00;48.150;0
09-02-2024 23:15;46.311;0
09-02-2024 23:30;44.773;0
09-02-2024 23:45;45.739;0
