﻿Stedtype;StedID;Stedtekst;Referencer;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Prøvetagning;Prøve;Prøvetype;Dybde (m);Faktiske dybder (m);Delprøve;Analysefraktion;CASnr;ScKode;Stofparameter;Resultat-attribut;Resultat;Enhed;Detektionsgrænse LD;Kvantifikationsgrænse LQ;Kvalitetsmærke
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;11-08-1998;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/af425d9b-27d3-4f32-8a83-a1cb43ccd394;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"1; 0,2; 0,5";1;Total;;13;pH; =;9,6;pH;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;06-07-1995;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/35b4c762-9776-4d61-8ab1-525c6339b075;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,20000000000000004;"0,4; 0,2; 0";1;Total;;253;Nitrogen,total N; =;1,83;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-1998;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/cca99bf4-959f-425c-846e-36de4cc0bd58;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,46666666666666673;"0,2; 0,8; 0,4";1;Total;;40;Glødetab,susp.stof; =;54;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;08-05-1991;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/779ab525-79e5-458f-9d5f-890487fa56bf;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,46666666666666673;"0,4; 0,8; 0,2";1;Opløst - filtrat fra filtrering;;256;Ortho-phosphat-P; =;0,02;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;08-06-1976;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/8e27c1fb-fffe-4e10-bb5b-48b2b8e3ff64;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,1;0,1;1;Total;;1039;Chlorophyl (ukorrigeret); =;88;µg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;25-08-2008;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/32582030-1275-42c4-a3e8-a21771bd2761;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,3666666666666667;"0,6; 0,3; 0,2";1;Total;;32;Suspenderede stoffer; =;39;mg/l;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;01-06-2016;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/cc821666-59ec-4a94-a509-1cfc18156ffc;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"0,2; 0,5; 1";1;Total;;253;Nitrogen,total N; =;2,0771739;mg/l;0,01;;1
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;25-07-1995;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e8cae5a4-7e2b-493a-bc75-ca43b550609f;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,3499999999999999;"0,7; 0,35; 0";1;Total;;13;pH; =;9,8;pH;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;17-09-2018;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/8102598c-db7a-41f4-84b3-3fc0285c3783;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,4;"0,6; 0,2";1;Total;;40;Glødetab,susp.stof; =;43;mg/l;0,2;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;02-08-1978;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/bc81ad8d-5c8d-41d9-99bf-a0e556290d04;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,1;0,1;1;Total;;13;pH; =;9,6;pH;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;23-06-2005;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2204a3a0-d9a1-4151-91fa-b112c15432dd;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"0,5; 0,2; 1";1;Total;;13;pH; =;8,9;pH;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-1991;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7877d97d-843d-41e7-83b4-8e85f7a39633;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,43333333333333335;"0,2; 0,4; 0,7";1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,02;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;22-10-2013;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/cb6f07a2-4132-4c98-91cc-99b890139d50;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,7666666666666666;"0,2; 0,7; 1,4";1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,006;mg/l;0,005;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;06-08-1996;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ad841648-6fd7-4964-894d-f3f67d033526;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,6;"1,2; 0; 0,6";1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,01;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;05-03-2013;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/03e181ae-adac-412d-bfcc-29e3f1b85bd1;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,2;0,2;1;Total;;13;pH; =;8,8;pH;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;03-04-2008;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/0ed0ee24-2ed3-4c9c-a47d-7fd6edbf7c11;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,7666666666666666;"1,4; 0,7; 0,2";1;Total;;253;Nitrogen,total N; =;2,15;mg/l;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;03-06-2003;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5dfde1e4-3dba-4d30-aa85-b0f58beb4478;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,8666666666666667;"0,2; 1,6; 0,8";1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N;<;0,01;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;02-12-1976;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/61bb094e-d456-4ff4-8dee-751393344b25;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;2;Enkeltprøve;1,5;1,5;1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,94;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;08-12-1988;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5085aa2a-1a60-4b12-b7a1-2c521e874dec;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,3;"0,4; 0,3; 0,2";1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,45;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2013;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ee1e45f5-8614-4346-81c0-d1a1e9f5880b;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"0,2; 0,5; 1";1;Opløst - filtrat fra filtrering;;329;Silicium; =;2,6;mg/l;0,002;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;15-10-1985;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/24515d4e-9736-4f94-ac77-bbeb6580c0d8;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0;0;1;Opløst - filtrat fra filtrering;;256;Ortho-phosphat-P; =;0,89;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;09-08-1978;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d7ab4367-6f01-41e8-9dca-9287b18c3f75;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,1;0,1;1;Total;;13;pH; =;9,58;pH;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;20-06-2007;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/cdc7c88a-3237-4cf0-bd48-b49b3d6a9aac;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,7666666666666666;"0,2; 0,7; 1,4";1;Total;;312;Jern; =;0,12;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;02-05-1979;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/8afa46be-9611-46b7-bdb7-773783ee0501;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,1;0,1;1;Opløst - filtrat fra filtrering;;241;Ammoniak+ammonium-N; =;0,018;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;14-01-2008;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/20f63c7f-88b3-47b0-aa48-65c10f1dc241;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,6166666666666667;"0,2; 0,55; 1,1";1;Total;;261;Phosphor, total-P; =;0,117;mg/l;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;21-04-1988;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b7bdfede-9124-4e79-b050-6ed87cfe756a;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,25;"0,3; 0,2";1;Total;;13;pH; =;9,3;pH;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;04-07-2000;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5f93fbec-de1f-41ec-bc56-4ed194a0d68d;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"0,2; 1; 0,5";1;Total;;32;Suspenderede stoffer; =;24;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;03-06-2003;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5dfde1e4-3dba-4d30-aa85-b0f58beb4478;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,8666666666666667;"0,2; 1,6; 0,8";1;Opløst - filtrat fra filtrering;;256;Ortho-phosphat-P; =;0,104;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;08-06-2004;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/0731bd63-6e66-415f-96e4-b4229127d5d8;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5166666666666667;"0,9; 0,45; 0,2";1;Total;;261;Phosphor, total-P; =;0,356;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;31-05-1994;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d00f9135-96da-4fb6-ba89-d45935e93e47;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5333333333333333;"0,2; 0,9; 0,5";1;Total;;312;Jern; =;0,21;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;18-06-2013;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d6b9bf64-df91-4cbf-8dfb-1a4203c56ffd;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5166666666666667;"0,9; 0,45; 0,2";1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,005;mg/l;0,005;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;02-06-1992;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5a04effd-ae3d-4e8a-9561-b7026333d61b;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5333333333333333;"0,9; 0,5; 0,2";1;Opløst - filtrat fra filtrering;;329;Silicium; =;5,4;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;16-06-1977;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/493129d0-aca6-4199-9a95-1ec24dfbcd54;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0;0;1;Total;;13;pH; =;9,5;pH;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;13-03-2007;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/34ee13c8-a5e0-4748-80f7-e869b97c3676;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,6666666666666666;"1,2; 0,6; 0,2";1;Total;;312;Jern; =;0,2;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;04-07-2022;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/8aecd568-e3af-4533-8650-14a7c90af5ae;Aktivitetssted;32;693897,9998364563;6209574,003611643;1;1;Blandingsprøve;0,4;"0,2; 0,6";1;Total;;253;Nitrogen,total N; =;2,2;mg/l;0,02;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;02-02-2010;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b4fe0e0a-8fc9-4cef-9cbc-9b71e4cea0c2;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;2;Blandingsprøve;0,75;"0,5; 1";1;Total;;261;Phosphor, total-P; =;0,034;mg/l;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;20-08-2002;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/008ca2a8-7772-4b32-82fe-0597828087ea;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,6666666666666666;"0,6; 0,2; 1,2";1;Total;;1039;Chlorophyl (ukorrigeret); =;97;µg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;09-03-2011;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0046bdc-42dd-41fe-bbed-b0420aa6c0df;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,2;0,2;1;Total;;32;Suspenderede stoffer; =;7,5;mg/l;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;08-08-2006;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f787de2a-183e-41fb-8e3d-648e9a39e4fb;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,46666666666666673;"0,4; 0,8; 0,2";1;Total;;1039;Chlorophyl (ukorrigeret); =;110;µg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;20-08-1996;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c734bbc1-2bbf-414b-849d-6446b3eb10c8;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5;"1; 0,5; 0";1;Total;;53;Alkalinitet,total TA; =;1,57;mmol/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;08-12-2005;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/012e8a2c-18f3-4ca5-83fc-d7ea4b60e124;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,9066666666666666;"1,68; 0,84; 0,2";1;Opløst - filtrat fra filtrering;;256;Ortho-phosphat-P; =;0,06;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;13-01-2009;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fbadf387-d6b0-4090-95db-b7ca37ea1c12;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,2;0,2;1;Opløst - filtrat fra filtrering;;25;Farvetal-Pt; =;22;mg Pt/l;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;25-07-2016;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fd857e81-2447-4bb8-a20a-62d870dd69dd;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,7666666666666666;"1,4; 0,7; 0,2";1;Opløst - filtrat fra filtrering;;256;Ortho-phosphat-P; =;0,004;mg/l;0,001;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;05-05-1986;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1d49c09d-5d95-4f88-b0c4-df684a48f235;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0;0;1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,3;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;18-07-2011;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b8593436-13a3-4a5d-9264-e388fe44f916;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,46666666666666673;"0,8; 0,4; 0,2";1;Total;;1039;Chlorophyl (ukorrigeret); =;130;µg/l;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;14-11-1978;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9e6edd5e-2ac0-4796-8d02-ff1326d094d0;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,1;0,1;1;Total;;5;Konduktivitet; =;58,1;mS/m;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;14-05-2002;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9737ac8a-9c15-4b81-b454-e59660f718ca;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,9666666666666668;"0,9; 1,8; 0,2";1;Total;;32;Suspenderede stoffer; =;12,7;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;16-09-2014;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/dbb58480-011d-4a02-95cc-f072aacd78c0;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"0,2; 1; 0,5";1;Total;;40;Glødetab,susp.stof; =;33;mg/l;1;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;04-07-2012;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/4e9ed8a7-7c25-4200-9c69-fed6a891d8f9;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,46666666666666673;"0,4; 0,8; 0,2";1;Opløst - filtrat fra filtrering;;241;Ammoniak+ammonium-N; =;0,009;mg/l;0,005;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-1996;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c4dfe42f-bb2c-4bf3-8049-c67bc200c04b;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,3;"0,3; 0; 0,6";1;Total;;253;Nitrogen,total N; =;2,82;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;02-05-2006;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a3d62535-4d82-4449-8901-630f556d25df;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,6366666666666666;"0,2; 0,57; 1,14";1;Total;;5;Konduktivitet; =;52;mS/m;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;01-07-2014;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/31703607-f6bb-47de-bd68-6343fe0ed1af;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,6666666666666666;"0,2; 0,6; 1,2";1;Total;;5;Konduktivitet; =;50,5;mS/m;9999999;;3
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;16-03-2005;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/8d798556-610f-4e98-b1af-246a304f027e;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0,2;0,2;1;Opløst - filtrat fra filtrering;;251;Nitrit+nitrat-N; =;0,59;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;19-04-2006;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/edd1ef94-e587-4c8c-baf8-9747987079f8;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,9266666666666667;"0,2; 0,86; 1,72";1;Opløst - filtrat fra filtrering;;280;Calcium; =;54;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;01-02-1977;1;Vandkemi, Sø;Nej;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3fef2900-1948-4920-8215-a76a56331496;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Enkeltprøve;0;0;1;Opløst - filtrat fra filtrering;;241;Ammoniak+ammonium-N; =;0,04;mg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;25-03-1998;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9ac4201e-6f6f-479e-a757-d06778009155;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"1; 0,5; 0,2";1;Total;;1039;Chlorophyl (ukorrigeret); =;134;µg/l;9999999;;2
Station;49000042;ARRESØ, kemi;FRB1690;32;693898;6209574;Halsnæs;Region Hovedstaden;Sø;Arresø;26-08-2003;1;Vandkemi, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/87f4ea84-4b65-42f0-8f3f-1639d0e74eca;Aktivitetssted;32;693897,9998371173;6209574,003614174;1;1;Blandingsprøve;0,5666666666666667;"1; 0,5; 0,2";1;Total;;40;Glødetab,susp.stof; =;15;mg/l;9999999;;2
