﻿Stedtype;StedID;Stedtekst;Referencer;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Prøvetagning;Prøve;Prøvetype;Delprøve;Sedimentlag-fra (cm);Sedimentlag-til (cm);Analysefraktion;CASnr;ScKode;Stofparameter;Resultat-attribut;Resultat;Enhed;Detektionsgrænse LD;Kvantifikationsgrænse LQ;Kvalitetsmærke
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;5;Blandingsprøve;1;20;30;Ej oplyst;;261;Phosphor, total-P; =;1,20000005699694;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;261;Phosphor, total-P; =;0,555000026361086;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;39;Glødetab, total; =;18,0000002682209;pct TS;9999999;;1
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;4;Blandingsprøve;1;10;20;Ej oplyst;;253;Nitrogen,total N; =;13,0000006174669;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;1;Blandingsprøve;1;0;2;Ej oplyst;;261;Phosphor, total-P; =;1,18000005604699;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;39;Glødetab, total; =;31,7;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;312;Jern; =;9,90000047022477;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;6;Blandingsprøve;1;30;38;Ej oplyst;;265;Phosphor, Al-adsorberet;<;0,00500000023748726;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;1141;Organisk bundet P; =;0,279000013251789;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;50;Ej oplyst;;261;Phosphor, total-P; =;0,485000023036264;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;2;Blandingsprøve;1;2;5;Ej oplyst;;36;Tørstof,total; =;6,49;pct VV;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ad06c7b4-5524-4ef2-80d6-606d87074051;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;261;Phosphor, total-P; =;0,730000034673139;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;3;Blandingsprøve;1;5;10;Ej oplyst;;1141;Organisk bundet P; =;0,311000014771707;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;261;Phosphor, total-P; =;1,90000009024516;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5a2cc418-087b-4905-8650-dca9072d28dd;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;39;Glødetab, total; =;24;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;253;Nitrogen,total N; =;0,410000019473955;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;39;Glødetab, total; =;31,8;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;4;Blandingsprøve;1;10;20;Ej oplyst;;312;Jern; =;9,06000043032691;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;39;Glødetab, total; =;38;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;312;Jern; =;13,0000006174669;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;312;Jern; =;6,30500029947143;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;5;Blandingsprøve;1;20;30;Ej oplyst;;312;Jern; =;10,7820005121175;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;31,4;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;312;Jern; =;7,96000037807971;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5a2cc418-087b-4905-8650-dca9072d28dd;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;39;Glødetab, total; =;32;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;265;Phosphor, Al-adsorberet; =;0,0640000030398369;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fa1c24a4-3113-44bd-977e-1625b5d6d902;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;36;Tørstof,total; =;7,9;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;39;Glødetab, total; =;27;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;261;Phosphor, total-P; =;2,10000009974465;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;3;Blandingsprøve;1;5;10;Ej oplyst;;312;Jern; =;14,0000006649643;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f2c1f9e1-5e0d-4328-aecb-f67202f09df7;Aktivitetssted;32;695956;6208568;1;6;Blandingsprøve;1;30;50;Ej oplyst;;36;Tørstof,total; =;19;pct VV;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;3;Blandingsprøve;1;5;10;Ej oplyst;;39;Glødetab, total; =;46;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;36;Tørstof,total; =;5,7;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;265;Phosphor, Al-adsorberet;<;0,00500000023748726;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;5;Blandingsprøve;1;20;30;Ej oplyst;;39;Glødetab, total; =;29;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;261;Phosphor, total-P; =;1,64000007789582;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;1;Blandingsprøve;1;0;2;Ej oplyst;;36;Tørstof,total; =;19,6000002920628;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;5;Blandingsprøve;1;20;30;Ej oplyst;;280;Calcium; =;53,0000025173649;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;280;Calcium; =;130,000006174669;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;253;Nitrogen,total N; =;18,840000894852;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;8;Ej oplyst;;1138;Adsorberet P;<;0,00500000023748726;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;253;Nitrogen,total N; =;25,8000012254342;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;6;Blandingsprøve;1;30;50;Ej oplyst;;39;Glødetab, total; =;20,7;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;312;Jern; =;13,7000006507151;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;1138;Adsorberet P; =;0,00700000033248216;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;43;Ej oplyst;;253;Nitrogen,total N; =;9,2200004379265;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;35,6;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;1;Blandingsprøve;1;0;2;Ej oplyst;;312;Jern; =;3,90000018524006;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;261;Phosphor, total-P; =;0,67500003206078;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;261;Phosphor, total-P; =;0,56900002702605;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7a8b4b64-8f15-45c6-9c78-7b8b5f25367c;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;50;Ej oplyst;;312;Jern; =;15,0000007124618;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;5;Blandingsprøve;1;20;30;Ej oplyst;;39;Glødetab, total; =;38,7;pct TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;39;Glødetab, total; =;18,1;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fa1c24a4-3113-44bd-977e-1625b5d6d902;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;312;Jern; =;10,0000004749745;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;2;Blandingsprøve;1;2;5;Ej oplyst;;312;Jern; =;7,64700036321301;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;1;Blandingsprøve;1;0;2;Ej oplyst;;1138;Adsorberet P; =;0,0140000006649643;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;253;Nitrogen,total N; =;14,8000007029623;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fa1c24a4-3113-44bd-977e-1625b5d6d902;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;39;Glødetab, total; =;29;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;264;Phosphor, Ca-adsorberet; =;0,253000012016855;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;261;Phosphor, total-P; =;1,70000008074567;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;263;Phosphor, Fe-adsorberet; =;0,0750000035623088;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;253;Nitrogen,total N; =;10,7000005082227;g/kg TS;9999999;;2
